stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0,0,0.83
3dpf,0.57,0,0,0.57,0,0
5dpf,0.52,1.03,0.52,1.03,0.52,2.07
10dpf,0,1.26,0,1.26,0,0
