stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,1,0
2dpf,3.34,0,0,0.83,6.67,0.83
3dpf,23.56,0,0.57,5.17,1.72,0.57
5dpf,2.07,0,0.52,6.72,4.13,6.2
10dpf,22.59,0.63,0.63,16.94,11.3,2.51
