stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,4.17,0,0,0.83,0.83,0,0.83
3dpf,22.41,0.57,0,0,9.19,0,0
5dpf,6.72,0.52,1.03,0,5.17,0.52,2.07
10dpf,26.98,0.63,0,0,2.51,0,3.77
