stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,2.5,0.83,0,0.83,0,2.5
3dpf,2.87,0,0,1.15,0,0.57,0
5dpf,0.52,1.03,0,2.58,0,0,0.52
10dpf,1.26,1.88,0,1.88,0,0,1.26
