stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0
2dpf,0.83,2.5,10.84,1.67,1.67,9.17
3dpf,0,2.87,9.77,0,0,0.57
5dpf,1.55,3.1,9.3,2.07,0.52,7.24
10dpf,3.77,0,1.88,0,0,0
