stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0.83,0,0
3dpf,1.72,0,0.57,5.17,0,1.15,0
5dpf,0,0.52,0,3.1,0,0.52,0
10dpf,3.77,0,0,0.63,0,0.63,0.63
