stage,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,1.72,6.9,0,0.57
5dpf,0,1.03,1.03,0.52,3.1
10dpf,2.51,2.51,1.88,0,5.65
