stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,1.15,15.52,0,0.57,0,0,0,1.15
5dpf,1.03,6.72,1.03,4.13,0.52,0.52,1.55,3.62
10dpf,0.63,22.59,0,0,0,0,0,0.63
