stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,1,0,0
2dpf,1.67,0,0,14.18,10.84,35.87,0
3dpf,6.9,0,0,3.45,20.69,8.05,0
5dpf,0.52,0.52,0.52,2.58,19.64,6.72,0.52
10dpf,0.63,0,0,0,6.28,2.51,0
