stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0,0,0.83
3dpf,1.72,0,0,0,1.15,0.57
5dpf,2.07,0,0.52,0,0.52,17.06
10dpf,1.26,1.26,1.88,1.26,1.88,21.96
