stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.5,0,0,0,1.67
3dpf,8.62,0,2.87,0,0.57
5dpf,0,0.52,1.03,0.52,0
10dpf,4.39,0,0,0,0
