stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.84,0,2.5,0.83,0
3dpf,7.47,1.15,8.62,0,0
5dpf,1.55,0.52,5.17,1.03,1.03
10dpf,6.28,1.88,6.9,0.63,0.63
