stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,0,0,0,0
3dpf,1.72,1.72,0,0.57,0
5dpf,0,0,0,1.55,2.58
10dpf,1.26,0.63,0.63,2.51,0.63
