stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,1,0
2dpf,0.83,0,0,0.83,0.83,0,0
3dpf,13.22,0,0,0.57,4.6,0,2.87
5dpf,0,0.52,1.03,0,2.07,0.52,5.69
10dpf,4.39,0.63,0.63,0,2.51,0.63,0
