stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0,0
2dpf,0,0,0,15.01,1.67,0,0.83,21.69
3dpf,2.3,0,1.15,4.6,0,0.57,0,8.05
5dpf,0.52,0.52,5.17,1.55,0,1.55,0.52,20.16
10dpf,0,0,1.26,1.26,0.63,0,0,8.16
