stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,10.32,0,0,113.55,0,0,20.65,0,1785.87
12hpf,30.84,1.93,0,7.71,7.71,0,0,1.93,13.49,985.08
14hpf,30.09,0,6.69,46.81,10.03,0,0,0,10.03,1013.19
16hpf,61.52,6.15,2.05,14.36,4.1,2.05,0,0,2.05,623.45
19hpf,85.38,0,0,17.51,4.38,2.19,0,0,0,628.3
24hpf,68,2,0,8,20,9,0,0,1,174
2dpf,180.16,5,6.67,61.72,120.94,330.29,12.51,4.17,44.21,372.83
3dpf,422.36,5.17,19.54,42.52,10.92,209.75,2.87,0,4.6,198.83
5dpf,105.95,8.27,40.31,135.41,27.91,270.3,7.75,3.62,21.19,803.67
10dpf,155,9.41,104.17,76.56,6.28,182.61,1.88,0,10.04,242.23
