stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
3dpf,4.02,0,1.72,0.57,0
5dpf,1.55,0.52,1.03,0,0.52
10dpf,3.14,0.63,0.63,0,1.26
