stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,0,0,0,1.93,1.93
14hpf,0,0,0,0,0,0,0,3.34,0,3.34
16hpf,2.05,0,0,0,0,0,0,0,2.05,12.3
24hpf,3,0,1,5,3,2,1,1,4,1
2dpf,106.76,1.67,10.84,29.19,48.38,123.44,20.02,5,42.54,81.74
3dpf,457.99,5.17,12.07,14.37,16.66,237.33,5.75,0,16.09,36.78
5dpf,99.23,16.02,54.78,70.29,16.54,316.82,31.01,18.61,41.86,215.52
10dpf,314.39,22.59,51.46,40.16,18.2,322.55,16.32,0,34.51,47.06
