stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,3.34,1.67,0.83,2.5,0,6.67
3dpf,0.57,3.45,0.57,6.32,0,1.72,0,1.15
5dpf,0.52,3.62,4.65,19.12,0.52,1.55,0,3.62
10dpf,0,3.77,0,11.3,0,0.63,0.63,0
