stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,2,0,0,0,0
2dpf,0,0,10.84,0,0,0,0
5dpf,2.07,0,33.59,0,1.55,0.52,10.85
10dpf,0,0.63,25.1,0.63,0,0,0
