stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,30.97,0,20.65,0,0,10.32,20.65,103.23
12hpf,65.54,1.93,3.86,1.93,28.92,15.42,0,28.92,52.05,40.48
14hpf,30.09,0,6.69,3.34,10.03,3.34,0,13.38,13.38,244.1
16hpf,32.81,4.1,8.2,14.36,38.97,10.25,0,12.3,16.41,94.34
19hpf,50.35,0,2.19,8.76,21.89,4.38,0,6.57,4.38,124.78
24hpf,68,3,8,13,48,20,14,1,27,93
2dpf,235.21,9.17,23.35,54.21,187.67,354.48,41.7,25.86,109.26,291.09
3dpf,515.46,13.22,12.07,18.39,25.28,281.58,12.07,0,17.81,102.86
5dpf,72.36,22.74,39.8,61.5,27.39,273.4,27.39,26.36,55.3,389.17
10dpf,205.2,26.98,35.14,49.58,15.06,257.92,17.57,1.26,37.65,99.78
