stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,8.34,0,0,0,0.83,1.67
3dpf,144.81,0,0.57,0,2.3,0
5dpf,0.52,0.52,0,0.52,3.1,2.58
10dpf,21.96,0.63,0,0,0,0
