stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,3.34,0,0.83,0
3dpf,16.09,0,1.72,6.32,0.57,0.57,1.72
5dpf,0.52,1.55,1.03,2.58,1.03,1.55,2.07
10dpf,6.28,0,0,6.9,0,0,1.26
