stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1341.98,10.32,10.32,0,196.14,0,0,0,340.66,227.1
12hpf,2016.43,28.92,0,57.83,372.06,63.62,9.64,40.48,638.09,458.8
14hpf,1725.43,16.72,23.41,30.09,200.63,117.04,6.69,6.69,210.66,127.07
16hpf,832.63,10.25,28.71,12.3,192.78,86.13,24.61,6.15,159.96,110.74
19hpf,1291.62,0,13.14,10.95,52.54,37.22,2.19,0,30.65,35.03
24hpf,685,7,174,9,113,52,9,2,55,52
2dpf,296.93,4.17,15.85,27.52,184.33,168.48,21.69,2.5,75.07,51.71
3dpf,637.86,14.37,14.37,18.39,21.84,184.46,11.49,0,22.41,25.28
5dpf,110.6,5.69,50.13,44.45,43.93,356.61,25.84,22.74,66.67,108.02
10dpf,161.28,10.67,26.36,18.2,9.41,131.15,11.3,0,21.34,8.79
