stage,central_nervous_system,paraxial_mesoderm,periderm
10hpf,0,0,61.94
12hpf,0,0,69.4
14hpf,10.03,0,113.69
16hpf,0,0,69.73
19hpf,2.19,0,0
24hpf,0,1,69
2dpf,0,0,0.83
3dpf,0.57,0,0.57
