stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,0,0,0,0,0,0,0,0,0,3.86
14hpf,0,0,3.34,0,3.34,0,0,0,3.34,0
16hpf,4.1,0,2.05,2.05,4.1,0,0,0,4.1,2.05
19hpf,0,0,0,0,0,0,0,0,2.19,0
24hpf,22,1,3,0,1,1,2,0,22,4
2dpf,80.91,5.84,6.67,7.51,29.19,72.56,7.51,0.83,36.7,17.52
3dpf,252.27,8.62,2.3,6.32,4.02,54.02,1.15,0,3.45,8.62
5dpf,38.76,6.2,13.95,24.81,5.69,107.5,6.2,5.69,16.54,59.95
10dpf,116.72,8.16,15.06,12.55,1.88,61.5,6.28,0,10.67,9.41
