stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.17,0.83,0,6.67,0.83,3.34
3dpf,81.6,0,0,8.62,0,0
5dpf,1.55,0.52,1.03,2.07,0.52,1.03
10dpf,42.67,0.63,1.26,7.53,2.51,1.26
