stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0.83,0,2.5
3dpf,1.72,0.57,0,0,1.15,1.15
5dpf,0.52,1.55,0.52,0,0,1.55
10dpf,0,0,0,0,0,1.26
