stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,1.67,0.83,0,0,1.67
3dpf,16.66,0.57,0,2.3,0.57,7.47,0.57,2.87
5dpf,1.55,0.52,0.52,0.52,0,2.07,1.55,1.03
10dpf,8.16,0,1.26,0,1.26,1.26,0,0.63
