stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,2,0,0,0,0,0,0,0
2dpf,13.35,0,2.5,7.51,0.83,0.83,0.83,5.84
3dpf,89.07,0.57,0.57,7.47,0.57,0,0.57,0
5dpf,14.99,2.58,0,8.79,0,0,1.03,2.58
10dpf,58.99,0.63,0,11.3,0,0,0.63,1.88
