stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,73,0,0,1,0
2dpf,3.34,0,15.85,2.5,2.5,2.5,0
3dpf,14.37,0,4.02,1.15,11.49,0,0
5dpf,0.52,0,32.04,0.52,8.27,0,0.52
10dpf,1.88,0.63,1.88,0,0.63,0,0
