stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,10.32,0,0,0,10.32,0
12hpf,5.78,0,0,0,0,0,0,0,1.93,3.86
14hpf,96.97,6.69,3.34,3.34,16.72,13.38,0,0,30.09,20.06
16hpf,14.36,0,2.05,0,2.05,2.05,0,2.05,4.1,4.1
19hpf,43.78,0,2.19,0,0,0,2.19,0,6.57,6.57
24hpf,3,0,0,0,1,1,1,0,0,0
2dpf,60.05,2.5,11.68,7.51,27.52,49.21,9.17,1.67,20.02,12.51
3dpf,132.74,4.02,3.45,4.02,1.72,33.33,2.3,0,5.17,8.05
5dpf,20.16,2.58,13.44,6.2,2.07,40.83,3.62,1.55,7.75,35.14
10dpf,70.91,9.41,10.04,7.53,2.51,50.83,2.51,0,6.9,5.02
