stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.34,0,0,1.67,0
3dpf,14.94,0,1.15,1.72,0
5dpf,25.32,0.52,0,3.62,0.52
10dpf,11.92,0,0,1.26,0
