stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,3
2dpf,10.84,0,1.67,1.67,0.83,113.43
3dpf,6.9,0.57,1.15,0.57,0,22.41
5dpf,9.82,0,1.03,2.58,0.52,144.71
10dpf,8.79,0.63,1.26,1.26,0,18.2
