stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,1
2dpf,12.51,0,0,0.83,4.17,0.83,0,0,10.01
3dpf,48.27,0,0,0.57,0.57,0,0,0.57,8.05
5dpf,22.22,1.55,1.03,6.72,8.79,0.52,0.52,1.03,28.94
10dpf,75.93,1.88,0,7.53,7.53,0,0,1.26,6.9
