stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,20.65,0,0,0,0,0,0,10.32
12hpf,100.24,0,21.21,3.86,30.84,11.57,0,71.33,23.13,28.92
14hpf,56.85,0,30.09,0,63.53,56.85,10.03,10.03,10.03,16.72
16hpf,82.03,4.1,2.05,12.3,73.83,49.22,26.66,28.71,22.56,41.02
19hpf,45.97,0,0,6.57,50.35,19.7,10.95,6.57,0,17.51
24hpf,106,3,8,8,43,21,21,3,28,17
2dpf,241.88,3.34,21.69,24.19,103.43,266.07,41.7,5,60.05,113.43
3dpf,1091.83,12.64,28.16,15.52,29.88,370.07,21.84,0,24.71,51.72
5dpf,112.15,13.44,64.09,35.14,19.64,257.38,24.81,7.24,33.59,199.5
10dpf,417.94,25.73,49.58,30.12,20.08,244.11,11.3,0,38.28,47.69
