stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,196.14,0,20.65,0,41.29,0,0,0,154.84,20.65
12hpf,123.38,1.93,1.93,3.86,25.06,3.86,0,7.71,57.83,23.13
14hpf,147.13,0,36.78,6.69,36.78,13.38,0,0,90.28,16.72
16hpf,49.22,4.1,8.2,4.1,30.76,8.2,0,0,36.91,18.46
19hpf,194.84,0,0,2.19,17.51,2.19,2.19,0,13.14,13.14
24hpf,69,2,6,3,20,12,2,0,20,6
2dpf,116.77,4.17,5.84,27.52,71.73,122.61,15.01,1.67,46.71,35.87
3dpf,397.08,6.32,4.02,4.6,11.49,167.8,7.47,0,20.11,21.84
5dpf,78.56,5.69,21.71,25.32,23.26,223.79,18.61,7.75,55.82,85.28
10dpf,182.61,9.41,11.92,17.57,12.55,239.72,9.41,0,30.75,15.69
