stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83
3dpf,2.3,0,0,0,4.6,0,5.75
5dpf,0.52,0,0.52,1.03,1.55,0.52,23.77
10dpf,1.88,0.63,0,0.63,1.88,0,3.77
