stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,3.34,0,0,0,0
3dpf,1.72,2.87,0.57,0.57,0
5dpf,3.62,1.55,0,1.03,0.52
10dpf,3.14,4.39,0,0,0
