stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1249.08,41.29,0,0,381.95,10.32,0,10.32,412.92,815.51
12hpf,1542.2,46.27,3.86,59.76,370.13,38.56,3.86,19.28,424.11,753.75
14hpf,708.9,20.06,46.81,86.94,160.51,23.41,3.34,10.03,183.91,461.45
16hpf,590.64,51.27,6.15,20.51,145.61,30.76,8.2,10.25,151.76,239.95
19hpf,1118.67,24.08,0,15.32,96.32,6.57,2.19,2.19,37.22,591.08
24hpf,516,18,13,12,158,14,7,2,27,103
2dpf,293.59,10.84,32.53,28.36,287.76,69.23,14.18,1.67,37.53,106.76
3dpf,336.17,6.32,3.45,4.02,9.77,36.2,2.87,0,4.6,12.07
5dpf,63.05,2.07,36.18,9.82,48.07,81.14,2.58,3.1,21.71,62.02
10dpf,57.73,0.63,15.06,2.51,0.63,27.61,0.63,0,0.63,3.77
