stage,central_nervous_system,intermediate_mesoderm,paraxial_mesoderm,periderm
2dpf,0.83,16.68,0.83,0
3dpf,3.45,6.9,0,0
5dpf,0,22.22,0.52,0.52
10dpf,0,2.51,0,0
