stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,13.35
3dpf,1.15,0,0.57,0,1.15
5dpf,0,1.03,0,0,4.13
10dpf,0.63,1.88,1.26,0,2.51
