stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,7.71,0,0,0,1.93,0,0,0,1.93,1.93
14hpf,13.38,0,3.34,3.34,6.69,0,0,3.34,3.34,3.34
16hpf,32.81,2.05,0,2.05,14.36,6.15,2.05,8.2,16.41,8.2
19hpf,32.84,0,0,6.57,10.95,0,0,0,4.38,8.76
24hpf,44,2,1,6,47,18,4,3,17,16
2dpf,303.6,4.17,12.51,37.53,230.2,301.94,40.87,6.67,120.94,70.06
3dpf,566.6,16.66,9.19,19.54,24.71,265.49,4.6,0,27.01,21.84
5dpf,112.67,10.85,24.29,41.86,22.74,225.34,23.77,10.34,42.9,106.47
10dpf,193.91,6.9,21.96,21.34,15.06,110.45,10.67,0,22.59,24.47
