stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0.83,0
3dpf,0.57,6.32,0,1.72,0.57
5dpf,0,16.54,0.52,0.52,1.55
10dpf,1.26,20.71,0,0.63,0
