stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,3.34,3.34,0,0,0
3dpf,4.6,0.57,0,0,0,1.72,0.57,1.15
5dpf,0.52,0,1.03,0.52,0,2.07,0.52,4.13
10dpf,2.51,0.63,0.63,0.63,0,2.51,0,2.51
