stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,17.52,0,0,0,0,0.83
3dpf,4.02,0,0,20.69,1.72,0,0,0.57,2.3
5dpf,1.55,0.52,0.52,112.67,5.17,1.55,0.52,0,21.19
10dpf,5.02,5.02,0.63,96.64,6.9,0,0,2.51,4.39
