stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,4.1
19hpf,0,0,0,0,0,0,2.19
24hpf,0,0,0,0,0,0,20
2dpf,0.83,0,0.83,5.84,1.67,0,141.79
3dpf,1.15,1.15,0.57,13.79,0,0.57,16.66
5dpf,0,0,1.03,16.02,0.52,0.52,67.7
10dpf,0.63,0,0,13.18,0,1.88,13.81
