stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,5,0,0,0,0.83
3dpf,2.87,0,0.57,0.57,1.72
5dpf,24.81,0.52,1.55,0.52,2.07
10dpf,1.26,0.63,0,0,0
