stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0,0
2dpf,6.67,0.83,0,5,5,0.83,0,2.5,2.5
3dpf,10.92,0,0,0.57,10.92,0,0,0.57,0.57
5dpf,2.07,0,1.55,0.52,2.07,0,1.03,1.03,1.55
10dpf,2.51,0,0.63,0,3.14,0.63,0,0,0
