stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,5.84,0.83,0.83,0
3dpf,7.47,0.57,0,0,0.57
5dpf,0,11.37,0,0,0.52
10dpf,8.16,5.65,0,0.63,0
