stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.5,0.83,0.83,3.34,0
3dpf,5.75,0,0,1.15,0
5dpf,1.03,1.03,0,1.03,0.52
10dpf,2.51,0,0,0,0
