stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3231.08,51.61,10.32,0,588.41,30.97,0,144.52,1228.43,1465.86
12hpf,1867.99,77.11,9.64,65.54,553.26,53.98,0,148.44,672.78,746.04
14hpf,1471.3,40.13,103.66,157.16,377.86,167.19,13.38,36.78,491.55,732.31
16hpf,1050.02,59.47,43.07,102.54,412.21,143.56,32.81,34.86,395.81,475.79
19hpf,2384.02,13.14,10.95,59.11,337.13,98.51,56.92,19.7,133.54,389.67
24hpf,1406,20,79,63,337,124,56,5,214,172
2dpf,1174.38,15.85,75.07,163.48,582.19,955.85,95.08,23.35,319.45,377.84
3dpf,2771.51,27.01,39.65,66.66,72.98,1022.29,32.18,0.57,72.98,170.09
5dpf,313.72,40.83,151.43,196.91,84.76,832.09,69.26,26.36,151.95,625.88
10dpf,927.49,37.02,129.9,109.19,35.14,534.66,33.26,0.63,54.6,144.33
