stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3117.53,72.26,10.32,0,629.7,61.94,0,61.94,1548.44,1001.33
12hpf,1723.41,40.48,5.78,44.34,447.24,88.68,3.86,61.69,790.38,499.29
14hpf,1324.17,26.75,66.88,73.56,364.48,127.07,10.03,3.34,498.24,414.64
16hpf,1218.19,59.47,84.08,84.08,447.08,200.98,57.42,20.51,520.91,434.77
19hpf,1153.7,15.32,8.76,28.46,140.11,56.92,28.46,6.57,113.84,140.11
24hpf,742,16,60,28,164,78,24,1,158,78
2dpf,549.66,15.01,42.54,100.92,282.75,475.42,50.04,5,178.49,184.33
3dpf,1280.31,12.07,24.71,32.18,37.35,406.27,18.96,0,50.57,79.88
5dpf,235.67,21.71,117.32,117.32,66.67,639.32,49.1,25.32,151.43,470.31
10dpf,745.51,23.85,124.25,95.39,54.6,559.76,30.12,0.63,104.8,118.6
