stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,3.34
3dpf,3.45,0,0,0,1.15
5dpf,0,0,0,0.52,3.1
10dpf,1.88,0.63,0.63,0.63,8.16
