stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,10.32,0,0,0,0,0
12hpf,9.64,5.78,0,0,3.86,1.93,0,3.86,0,5.78
14hpf,0,0,0,0,3.34,0,0,0,0,3.34
16hpf,4.1,4.1,0,6.15,2.05,0,2.05,0,2.05,12.3
19hpf,4.38,0,0,0,4.38,0,2.19,0,0,0
24hpf,13,0,0,4,11,4,1,1,1,7
2dpf,238.55,1.67,17.52,31.69,93.42,175.99,18.35,6.67,55.05,129.28
3dpf,525.23,2.87,4.6,12.64,10.92,144.81,6.9,0,4.6,30.46
5dpf,59.95,5.17,27.39,36.69,12.92,146.26,12.92,5.69,24.81,131.79
10dpf,175.08,5.02,26.36,19.45,9.41,87.23,6.28,0,11.3,25.73
