stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,1,0,0,0,0,0
2dpf,0.83,0.83,0.83,5,7.51,0
3dpf,17.24,0,0,0.57,5.75,0
5dpf,0.52,1.55,0,0,0.52,0.52
10dpf,7.53,3.14,0,1.88,2.51,0
