stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,3.34,0,0,0
2dpf,3.34,0.83,5.84,1.67,1.67,0.83
3dpf,0,1.72,1.72,2.3,1.15,0
5dpf,0,0.52,1.03,5.17,0.52,0
10dpf,0,0.63,0,3.14,0,0
