stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0
2dpf,2.5,0,0.83,24.19,0.83,0,3.34
3dpf,17.81,0.57,0.57,6.9,2.3,0,2.3
5dpf,12.4,0,0.52,30.49,5.69,1.03,13.44
10dpf,5.02,1.26,0,8.79,0.63,0,1.26
