stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5099.53,51.61,10.32,0,660.67,72.26,0,144.52,1734.25,1187.14
12hpf,4917.69,131.09,28.92,165.79,1158.58,221.69,15.42,287.23,2270.89,1310.87
14hpf,4029.36,46.81,147.13,173.88,732.31,321.01,73.56,56.85,1340.89,996.47
16hpf,4368.24,162.01,358.89,272.76,1335.08,555.77,141.51,178.42,1890.85,1909.31
19hpf,6571.93,52.54,168.57,153.24,818.76,361.22,212.35,72.24,739.94,1606.86
24hpf,3924,62,820,126,881,420,181,29,1473,605
2dpf,1054.27,50.04,81.74,110.93,542.15,886.62,114.27,23.35,439.56,316.11
3dpf,1978.5,60.34,43.67,40.23,35.05,517.76,29.88,0,100.56,144.24
5dpf,450.16,51.68,237.22,155.05,108.53,1121,71.84,65.64,383.49,1262.1
10dpf,734.84,89.11,158.14,131.78,58.36,941.93,40.16,5.02,238.46,184.49
