stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,31.69,0.83,0,6.67,0,0
3dpf,5.75,0,0,0.57,2.3,0
5dpf,6.2,0,0.52,2.58,5.17,1.55
10dpf,1.88,0,0,1.26,3.14,0.63
