stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,12,0,0,0,0,0
2dpf,4.17,27.52,1.67,1.67,0.83,1.67,3.34
3dpf,1.15,9.19,0,0,0,0,0
5dpf,0,47.55,0,1.55,0,0,1.55
10dpf,0.63,35.14,0,0,0,0,0
