stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83
3dpf,5.17,0,0,0.57,0,0,0
5dpf,4.65,0.52,1.03,2.07,0.52,1.55,0
10dpf,3.14,0,0,0,0,0,0
