stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0.83
3dpf,4.02,0,2.87,0,0.57,1.15
5dpf,0,0,5.17,0,0,1.03
10dpf,1.88,1.26,7.53,0.63,10.67,2.51
