stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,4.17,0,1.67,6.67
3dpf,10.92,0.57,0,0,2.87,0,0,0
5dpf,1.03,0,0.52,0,2.58,1.55,1.55,3.1
10dpf,3.14,0,0,0,1.26,0,0,0.63
